price,manufacturer,condition,fuel,odometer,title_status,transmission,drive,type,paint_color,state,cylinders_num,vehicle age
7995,volvo,excellent,gas,112000.0,clean,automatic,4wd,SUV,silver,nh,6,11
1950,toyota,Unknown,gas,166563.0,clean,automatic,fwd,sedan,custom,il,6,21
4400,subaru,excellent,gas,150.0,clean,automatic,Unknown,Unknown,grey,ca,4,14
8499,mini,excellent,gas,62321.0,clean,automatic,fwd,hatchback,blue,fl,4,9
47000,chevrolet,excellent,diesel,37029.0,clean,automatic,4wd,truck,black,ok,8,3
19990,ford,like new,diesel,192650.0,clean,automatic,4wd,truck,white,mo,8,9
43000,toyota,like new,gas,4200.0,lien,manual,4wd,Unknown,white,or,6,1
28900,mercedes-benz,excellent,gas,113904.0,clean,automatic,4wd,SUV,black,ga,8,7
4200,audi,excellent,gas,106000.0,clean,automatic,4wd,convertible,blue,ca,6,16
6980,nissan,good,gas,122956.0,clean,automatic,fwd,sedan,white,mi,4,7
16999,audi,Unknown,gas,95591.0,clean,automatic,Unknown,sedan,white,ca,6,9
18995,ford,Unknown,gas,83167.0,clean,automatic,4wd,truck,white,tn,8,6
14000,ford,Unknown,gas,291901.24381663045,clean,automatic,rwd,coupe,white,ca,8,52
11400,toyota,good,gas,149000.0,lien,automatic,4wd,SUV,black,wi,6,12
26950,ford,excellent,gas,36653.0,clean,automatic,4wd,truck,white,mi,6,2
14500,ford,Unknown,hybrid,54918.0,clean,automatic,fwd,sedan,white,mn,4,4
13995,ford,excellent,gas,52052.0,clean,automatic,fwd,SUV,grey,il,4,4
11500,audi,good,other,68767.0,clean,automatic,fwd,sedan,white,ca,6,5
18995,ford,Unknown,gas,89923.0,clean,automatic,Unknown,SUV,white,co,6,6
6595,ford,Unknown,gas,1.0,salvage,automatic,rwd,convertible,silver,sd,6,17
5000,chevrolet,excellent,gas,188837.0,clean,automatic,Unknown,Unknown,silver,mn,6,16
8900,hyundai,like new,gas,55000.0,clean,automatic,fwd,sedan,custom,ca,4,4
5288,kia,Unknown,gas,115762.0,clean,automatic,Unknown,sedan,white,fl,6,8
31950,dodge,Unknown,diesel,185851.0,clean,automatic,Unknown,other,white,ar,6,9
13990,ford,excellent,diesel,236608.0,clean,automatic,4wd,truck,white,fl,8,20
1500,chevrolet,Unknown,gas,118576.55926180516,clean,automatic,Unknown,Unknown,white,fl,6,13
26900,mercedes-benz,excellent,gas,17977.0,clean,automatic,Unknown,Unknown,white,va,6,3
13200,nissan,good,gas,38841.0,clean,automatic,fwd,sedan,white,az,6,3
4995,hyundai,Unknown,gas,215257.0,clean,automatic,rwd,SUV,blue,al,6,9
6850,jeep,Unknown,gas,93000.0,clean,automatic,fwd,SUV,silver,in,6,10
6500,nissan,like new,gas,122000.0,rebuilt,automatic,fwd,sedan,black,ar,4,8
7500,bmw,excellent,gas,120920.0,clean,automatic,rwd,sedan,white,nc,6,9
16475,volkswagen,Unknown,gas,55149.0,clean,manual,fwd,hatchback,white,co,4,5
15500,chevrolet,good,gas,274643.64493641607,clean,manual,rwd,pickup,red,nc,8,48
13550,chevrolet,Unknown,gas,152770.0,clean,automatic,4wd,Unknown,white,sc,8,14
11990,audi,like new,gas,92473.0,clean,automatic,4wd,sedan,black,pa,6,9
5990,nissan,Unknown,electric,64732.0,clean,automatic,fwd,sedan,white,or,6,8
2000,ford,excellent,gas,165000.0,clean,manual,Unknown,Unknown,white,in,6,26
7570,subaru,excellent,gas,117502.0,clean,automatic,Unknown,SUV,silver,id,6,13
44000,jeep,new,gas,3600.0,clean,automatic,4wd,SUV,grey,fl,6,0
18998,ram,good,gas,68645.0,clean,automatic,4wd,truck,grey,vt,8,9
22950,ram,Unknown,other,62811.0,clean,automatic,4wd,pickup,white,tn,6,4
31990,ford,Unknown,gas,79746.73842000682,clean,automatic,Unknown,Unknown,white,mn,6,4
2995,toyota,excellent,gas,248654.0,clean,automatic,fwd,mini-van,brown,ca,6,18
4995,jeep,good,gas,145741.0,clean,automatic,4wd,SUV,silver,va,8,13
3000,ram,Unknown,gas,342925.17171592684,clean,manual,Unknown,Unknown,white,tn,6,65
24995,ford,excellent,gas,44886.0,clean,automatic,rwd,Unknown,white,az,6,5
12600,toyota,good,gas,55222.0,clean,other,fwd,sedan,blue,ga,6,7
500,jeep,Unknown,gas,97004.58434450916,clean,automatic,Unknown,Unknown,white,ny,6,8
6495,ford,good,gas,78694.0,clean,automatic,Unknown,Unknown,white,ct,6,16
6000,jeep,like new,gas,109477.0,clean,automatic,4wd,SUV,red,dc,6,14
28800,chevrolet,good,gas,22582.0,clean,automatic,4wd,pickup,blue,tn,8,3
25950,ford,Unknown,gas,35308.0,clean,automatic,Unknown,SUV,black,ks,6,2
9988,chrysler,Unknown,other,93532.0,clean,automatic,fwd,mini-van,silver,ca,6,6
999,dodge,excellent,gas,66887.0,clean,automatic,Unknown,other,white,pa,8,4
13900,bmw,like new,gas,74000.0,clean,automatic,4wd,Unknown,white,mo,6,9
2499,ford,good,gas,209000.0,clean,automatic,4wd,SUV,white,ar,8,18
9988,nissan,Unknown,gas,108267.0,clean,automatic,fwd,sedan,grey,md,4,7
1700,hyundai,Unknown,gas,118576.55761429408,clean,automatic,Unknown,Unknown,white,ny,6,13
16990,rover,excellent,gas,78750.0,clean,automatic,Unknown,SUV,white,tx,6,7
16500,ram,good,gas,61500.0,clean,automatic,4wd,pickup,blue,wi,8,9
11495,subaru,excellent,gas,130527.0,clean,automatic,Unknown,Unknown,white,sc,4,5
11963,dodge,Unknown,other,88375.69665547047,clean,automatic,Unknown,Unknown,white,or,6,6
27995,ford,like new,gas,20000.0,clean,automatic,rwd,pickup,silver,ca,6,4
32980,ford,Unknown,gas,56497.0,clean,automatic,fwd,other,white,or,6,6
2450,chevrolet,Unknown,gas,188000.0,clean,automatic,rwd,truck,red,mn,6,15
21988,ram,Unknown,gas,77561.0,clean,automatic,4wd,pickup,grey,ca,6,7
3200,ford,fair,gas,268000.0,clean,automatic,Unknown,pickup,white,az,6,15
1899,bmw,excellent,gas,182000.0,clean,manual,rwd,sedan,grey,ct,6,19
20500,jeep,good,gas,31222.0,clean,other,4wd,other,silver,mi,6,3
13477,mercedes-benz,Unknown,gas,112490.0,clean,automatic,4wd,SUV,black,mn,6,9
29995,toyota,Unknown,other,1.0,clean,other,Unknown,truck,white,nv,6,40
12500,ford,excellent,gas,179658.0,clean,automatic,rwd,pickup,white,ca,6,5
425,audi,salvage,gas,140000.0,clean,automatic,4wd,sedan,silver,dc,6,21
13000,buick,excellent,gas,56000.0,clean,automatic,Unknown,Unknown,white,nm,6,9
2500,ford,fair,gas,204864.48364365546,clean,automatic,4wd,SUV,blue,ca,6,33
20995,ford,Unknown,gas,129653.0,clean,automatic,4wd,truck,black,co,6,7
2900,dodge,good,gas,177000.0,clean,automatic,fwd,mini-van,red,ms,6,15
4300,nissan,Unknown,gas,176733.0,clean,automatic,fwd,Unknown,silver,al,4,10
1985,dodge,Unknown,gas,157792.0,clean,automatic,fwd,Unknown,white,ar,6,16
6900,chevrolet,good,gas,296000.0,clean,automatic,4wd,SUV,black,mt,8,15
11598,ford,Unknown,gas,47655.0,clean,automatic,rwd,coupe,red,fl,8,17
22900,jeep,Unknown,gas,97004.39982326703,rebuilt,automatic,Unknown,Unknown,white,ar,6,8
20995,chevrolet,excellent,gas,106253.0,clean,automatic,4wd,Unknown,white,nh,8,5
23463,buick,good,gas,13287.0,clean,automatic,Unknown,Unknown,white,il,6,2
23150,ford,Unknown,gas,21583.0,clean,automatic,Unknown,Unknown,red,mi,6,3
6952,hyundai,Unknown,gas,102309.0,clean,automatic,fwd,sedan,custom,fl,4,9
2000,subaru,good,gas,280613.0,clean,automatic,4wd,sedan,blue,fl,4,15
22985,ford,Unknown,gas,66803.62270628283,clean,automatic,Unknown,Unknown,white,fl,6,1
21999,ram,Unknown,gas,75437.0,clean,automatic,4wd,truck,white,wa,6,9
7995,toyota,excellent,gas,103000.0,clean,automatic,fwd,sedan,white,vt,6,11
7999,honda,like new,gas,93000.0,clean,automatic,fwd,sedan,white,ny,6,8
3000,mini,good,gas,198000.0,clean,manual,Unknown,Unknown,white,pa,6,16
4325,mazda,excellent,gas,136232.0,clean,automatic,fwd,sedan,silver,fl,4,9
25700,ram,excellent,gas,93438.90241259847,clean,automatic,4wd,Unknown,white,ok,8,6
6500,mini,excellent,gas,87000.0,clean,automatic,fwd,wagon,blue,nc,4,9
2750,toyota,Unknown,gas,251000.0,clean,automatic,rwd,truck,grey,nc,4,25
1250,volkswagen,good,gas,215896.0,clean,manual,4wd,sedan,black,tn,6,20
3995,nissan,good,gas,149121.0,clean,automatic,fwd,sedan,white,nc,4,10
15995,ram,good,diesel,169949.0,clean,automatic,4wd,truck,green,al,6,17
6495,ford,excellent,gas,182000.0,clean,automatic,4wd,pickup,silver,oh,8,16
4699,volkswagen,excellent,gas,154669.0,clean,automatic,fwd,convertible,black,nj,4,9
3200,chevrolet,good,gas,200000.0,clean,automatic,4wd,SUV,black,md,8,15
13300,honda,excellent,gas,26453.0,rebuilt,automatic,Unknown,coupe,grey,nc,4,3
37995,ram,excellent,gas,57065.0,clean,automatic,4wd,truck,red,mi,8,4
6995,nissan,good,gas,181462.0,clean,automatic,rwd,SUV,white,tx,6,13
17600,kia,good,gas,16760.0,clean,automatic,Unknown,other,black,va,6,3
2995,mazda,excellent,gas,175188.0,clean,automatic,fwd,Unknown,white,ca,6,17
20621,ford,Unknown,gas,21099.0,clean,automatic,4wd,SUV,blue,ny,4,3
13999,ford,Unknown,other,149839.0,clean,automatic,Unknown,Unknown,green,tn,6,7
25700,chevrolet,good,gas,64199.0,clean,automatic,Unknown,pickup,silver,ca,8,5
46900,jeep,Unknown,gas,75432.21896708477,lien,automatic,Unknown,Unknown,white,co,6,3
18988,chevrolet,Unknown,gas,111561.0,clean,automatic,Unknown,Unknown,white,ia,6,9
3995,buick,excellent,gas,164536.0,clean,automatic,fwd,Unknown,white,mi,6,11
10995,kia,Unknown,gas,88924.0,clean,automatic,Unknown,sedan,white,oh,6,8
12995,mercedes-benz,good,gas,80653.0,clean,automatic,rwd,convertible,silver,fl,8,34
27990,ram,Unknown,diesel,55189.0,clean,automatic,fwd,van,black,ma,6,5
29999,jeep,Unknown,gas,34124.0,clean,automatic,4wd,SUV,black,id,6,2
4400,chevrolet,Unknown,gas,127205.3286348349,clean,automatic,rwd,Unknown,white,fl,6,15
10500,lincoln,excellent,gas,66000.0,rebuilt,automatic,fwd,sedan,black,oh,6,7
25600,acura,excellent,gas,43600.0,clean,automatic,fwd,sedan,blue,dc,6,2
3950,ford,excellent,gas,191000.0,clean,automatic,4wd,SUV,white,ca,8,16
8495,honda,Unknown,gas,139767.0,clean,automatic,4wd,SUV,white,pa,6,13
20239,toyota,Unknown,gas,66959.0,clean,automatic,Unknown,Unknown,white,id,6,7
26961,chevrolet,good,gas,63122.0,clean,automatic,Unknown,Unknown,white,il,6,4
28900,ford,excellent,diesel,152009.0,clean,automatic,4wd,truck,red,mo,8,5
13995,toyota,Unknown,gas,49375.0,clean,automatic,Unknown,Unknown,white,nj,6,5
9100,volkswagen,excellent,diesel,11200.0,clean,automatic,fwd,sedan,custom,co,4,5
28995,gmc,Unknown,gas,53306.0,clean,automatic,rwd,pickup,black,fl,8,5
3699,chevrolet,excellent,gas,222567.0,clean,automatic,Unknown,truck,white,ca,8,18
19900,gmc,Unknown,diesel,185204.0,clean,automatic,4wd,pickup,white,nv,8,14
23200,chevrolet,good,gas,61395.0,clean,other,Unknown,pickup,blue,co,8,8
32500,volkswagen,excellent,gas,46442.0,clean,manual,rwd,van,green,ny,4,42
3500,volvo,good,gas,206000.0,clean,manual,fwd,wagon,red,ca,5,22
6450,mazda,good,gas,86534.0,clean,automatic,fwd,sedan,grey,mn,4,13
19500,volkswagen,Unknown,gas,31000.0,clean,automatic,Unknown,Unknown,white,ny,6,3
4500,ford,excellent,gas,99000.0,clean,automatic,fwd,sedan,grey,mn,6,12
4898,bmw,excellent,gas,147715.0,clean,automatic,rwd,sedan,black,nc,6,13
32457,ford,Unknown,gas,66803.54468015759,clean,automatic,Unknown,Unknown,white,fl,6,1
17973,hyundai,excellent,gas,47191.0,clean,automatic,fwd,SUV,white,nc,6,3
8995,bmw,Unknown,gas,85980.0,clean,automatic,rwd,sedan,grey,ca,6,10
7999,chevrolet,excellent,gas,91941.20365465355,clean,automatic,fwd,sedan,white,wa,4,8
17950,chevrolet,good,diesel,193410.0,clean,automatic,rwd,pickup,white,al,8,5
27988,gmc,Unknown,other,75432.37475573347,clean,automatic,Unknown,Unknown,white,co,6,3
4200,honda,good,gas,117827.61473494845,clean,automatic,fwd,sedan,blue,ok,4,14
18850,subaru,Unknown,gas,55199.0,clean,automatic,4wd,SUV,white,ca,4,3
2500,volvo,excellent,gas,146908.0,clean,automatic,fwd,sedan,silver,ga,5,16
11999,ram,Unknown,diesel,309276.0,clean,automatic,4wd,pickup,white,wy,6,13
13800,dodge,good,gas,63788.0,clean,other,fwd,mini-van,blue,tn,6,6
9900,chevrolet,Unknown,gas,118576.49006633935,clean,automatic,Unknown,Unknown,white,fl,6,13
16995,chevrolet,Unknown,gas,78895.0,clean,automatic,rwd,other,orange,fl,8,15
21995,toyota,like new,gas,84810.13967080088,clean,automatic,rwd,truck,blue,ca,8,4
10495,bmw,Unknown,gas,101318.89864111274,clean,automatic,Unknown,Unknown,white,il,6,9
18750,mercedes-benz,good,gas,61779.0,clean,automatic,4wd,sedan,custom,ny,6,6
200,saturn,fair,gas,259000.0,clean,manual,fwd,sedan,silver,mn,4,16
13500,chevrolet,like new,gas,21500.0,clean,automatic,fwd,hatchback,white,ar,4,1
1500,mercedes-benz,good,diesel,230000.0,clean,automatic,fwd,sedan,grey,al,6,21
7900,chevrolet,excellent,gas,115052.0,clean,automatic,4wd,SUV,white,tx,4,8
26995,toyota,excellent,gas,55000.0,clean,automatic,4wd,pickup,black,nh,6,4
27995,chevrolet,Unknown,gas,9137.0,clean,other,Unknown,Unknown,white,ca,6,2
34999,chevrolet,Unknown,diesel,43476.0,clean,automatic,4wd,truck,white,ak,8,8
4500,jeep,fair,gas,180312.0,clean,manual,4wd,offroad,blue,vt,6,27
6593,ford,Unknown,other,195379.0,clean,automatic,4wd,pickup,custom,mn,8,10
31995,ford,Unknown,other,101796.0,clean,automatic,4wd,pickup,white,pa,6,9
13200,jaguar,Unknown,gas,95974.0,clean,automatic,Unknown,sedan,blue,dc,6,7
5495,ford,Unknown,gas,97004.5431979197,clean,manual,Unknown,Unknown,white,mi,6,8
16995,ford,excellent,diesel,135285.0,clean,automatic,4wd,SUV,white,wa,6,16
24850,toyota,like new,gas,62000.0,clean,automatic,rwd,SUV,black,ms,6,5
10800,mazda,excellent,gas,61000.0,clean,automatic,fwd,Unknown,white,la,4,9
3200,chevrolet,good,gas,165000.0,clean,automatic,4wd,pickup,white,tx,8,17
15971,chevrolet,good,other,151027.0,clean,automatic,Unknown,pickup,black,co,6,10
1100,pontiac,good,gas,216000.0,clean,automatic,fwd,sedan,silver,ia,6,18
5700,audi,like new,gas,134765.0,clean,automatic,4wd,convertible,grey,va,6,13
2000,chrysler,excellent,gas,168000.0,clean,automatic,fwd,sedan,purple,il,4,19
9955,ford,excellent,diesel,175680.0,clean,automatic,4wd,pickup,black,in,6,16
35888,toyota,Unknown,gas,27010.0,clean,automatic,4wd,Unknown,blue,hi,6,4
6906,chevrolet,excellent,gas,212480.0,clean,automatic,4wd,SUV,white,ca,8,14
8000,jeep,good,gas,143000.0,clean,automatic,4wd,offroad,yellow,il,6,23
799,ford,Unknown,gas,88375.78861953953,clean,automatic,Unknown,Unknown,white,ky,6,6
38500,ford,like new,gas,68000.0,clean,automatic,4wd,pickup,black,wi,8,3
24500,ram,like new,gas,78024.0,clean,automatic,4wd,truck,white,ny,8,6
7995,ford,good,gas,168814.0,clean,automatic,4wd,Unknown,black,pa,8,12
11700,hyundai,Unknown,gas,35550.0,clean,automatic,Unknown,sedan,silver,ca,6,4
18952,dodge,Unknown,gas,22060.0,clean,automatic,fwd,SUV,black,fl,6,3
5500,nissan,new,gas,103590.0,clean,automatic,fwd,sedan,custom,id,4,11
4988,chevrolet,Unknown,gas,183854.0,clean,automatic,Unknown,SUV,red,il,6,11
12000,toyota,Unknown,other,73862.0,clean,automatic,fwd,sedan,custom,ky,4,4
5999,jeep,excellent,gas,155981.0,clean,automatic,4wd,SUV,silver,or,6,15
11977,lincoln,excellent,gas,16676.0,clean,automatic,rwd,sedan,white,fl,8,17
13995,ram,excellent,gas,119608.0,clean,automatic,4wd,truck,red,ca,6,12
4900,hyundai,good,gas,131000.0,clean,automatic,fwd,SUV,grey,or,4,11
39900,gmc,Unknown,diesel,10879.0,clean,automatic,4wd,pickup,black,or,6,1
36950,ford,Unknown,gas,45152.0,clean,automatic,Unknown,Unknown,white,wi,6,4
9499,chevrolet,Unknown,gas,71350.0,clean,other,fwd,sedan,black,or,4,5
21495,chrysler,Unknown,gas,15000.0,clean,automatic,Unknown,Unknown,white,nj,6,3
6500,toyota,excellent,gas,143000.0,clean,automatic,4wd,SUV,blue,fl,4,14
8332,infiniti,Unknown,gas,137908.0,clean,manual,rwd,sedan,white,co,6,12
12499,kia,Unknown,gas,17617.0,clean,automatic,fwd,sedan,silver,id,6,2
34999,ford,Unknown,gas,59121.0,clean,automatic,4wd,truck,white,id,6,5
29500,ford,Unknown,diesel,132405.0,clean,automatic,4wd,pickup,white,fl,8,8
5495,kia,Unknown,gas,101709.0,clean,manual,fwd,sedan,silver,az,4,5
24995,cadillac,excellent,gas,33525.0,clean,automatic,4wd,coupe,black,co,6,5
19499,mercedes-benz,excellent,gas,93130.0,clean,automatic,rwd,sedan,black,az,8,8
44998,ford,Unknown,diesel,15363.0,clean,automatic,4wd,Unknown,white,wa,6,1
3750,saturn,good,gas,212000.0,clean,automatic,fwd,SUV,white,ks,6,12
11988,ram,Unknown,gas,154303.0,clean,automatic,4wd,pickup,blue,mt,6,14
3995,ford,good,gas,117352.0,clean,automatic,4wd,truck,red,wi,6,17
14999,chevrolet,excellent,gas,77774.0,clean,automatic,rwd,coupe,white,tn,8,10
9900,chevrolet,Unknown,gas,120000.0,clean,automatic,4wd,Unknown,white,mi,6,14
3500,ford,fair,gas,329981.9777042382,clean,automatic,Unknown,Unknown,green,ca,6,62
4995,jeep,excellent,gas,157000.0,clean,automatic,4wd,SUV,silver,ok,6,14
23995,ford,Unknown,diesel,170300.0,clean,automatic,4wd,pickup,green,fl,6,9
9999,infiniti,Unknown,gas,109232.0,clean,automatic,4wd,sedan,white,ny,6,9
13900,chevrolet,excellent,gas,57567.0,clean,automatic,rwd,van,blue,tn,8,9
5403,toyota,Unknown,gas,138511.0,clean,automatic,fwd,sedan,grey,pa,4,9
9990,mercedes-benz,excellent,diesel,61640.0,clean,automatic,fwd,sedan,grey,sc,5,39
4995,honda,Unknown,gas,131519.7203644597,clean,automatic,Unknown,Unknown,white,co,6,16
2900,mitsubishi,good,gas,183000.0,clean,automatic,fwd,sedan,blue,nm,4,11
37500,ford,excellent,gas,80495.6153165333,clean,automatic,4wd,truck,grey,oh,8,3
8150,toyota,excellent,gas,135137.0,clean,automatic,4wd,SUV,white,ia,6,12
4500,kia,excellent,gas,70000.0,rebuilt,automatic,fwd,SUV,red,oh,4,10
19100,ford,good,gas,42255.0,clean,automatic,4wd,other,red,ri,6,3
2200,mitsubishi,good,gas,110000.0,clean,automatic,fwd,sedan,silver,va,6,19
17400,honda,Unknown,gas,28947.0,clean,automatic,fwd,sedan,blue,ga,4,3
9995,mini,excellent,gas,89880.0,clean,automatic,fwd,hatchback,blue,ca,4,7
11785,chevrolet,Unknown,gas,48808.0,clean,automatic,Unknown,coupe,white,ny,6,24
16753,chevrolet,Unknown,gas,22242.0,clean,automatic,rwd,Unknown,black,mi,6,5
10000,jaguar,Unknown,gas,87000.0,clean,automatic,Unknown,Unknown,white,nv,6,20
10599,ford,Unknown,gas,112825.0,clean,automatic,fwd,SUV,white,fl,4,5
14995,chevrolet,good,diesel,174471.0,clean,automatic,rwd,Unknown,white,tx,6,25
1000,nissan,like new,gas,130000.0,clean,automatic,rwd,SUV,white,oh,6,15
10933,mazda,Unknown,gas,104651.0,clean,automatic,4wd,SUV,white,fl,4,7
23998,infiniti,Unknown,gas,50960.0,clean,automatic,fwd,SUV,blue,al,6,4
1400,dodge,good,gas,182543.587264658,clean,automatic,fwd,convertible,white,in,4,29
20100,bmw,good,gas,49572.0,clean,automatic,Unknown,sedan,brown,md,6,4
7590,kia,excellent,gas,67840.0,clean,manual,fwd,sedan,green,tx,4,4
2000,cadillac,good,gas,86700.0,clean,automatic,fwd,sedan,white,ct,8,29
7900,gmc,good,gas,167312.0,clean,automatic,4wd,pickup,blue,or,8,11
33995,ram,Unknown,diesel,97004.30842758929,clean,automatic,Unknown,Unknown,white,in,6,8
11800,nissan,good,gas,47230.0,clean,automatic,fwd,hatchback,blue,ar,4,2
1995,chevrolet,Unknown,gas,127205.34844615578,clean,automatic,Unknown,Unknown,white,oh,6,15
2500,volkswagen,excellent,gas,167000.0,clean,automatic,fwd,hatchback,silver,wi,4,19
10995,toyota,Unknown,gas,101318.894522335,rebuilt,automatic,Unknown,Unknown,white,or,6,9
1695,mercury,excellent,gas,153840.65298870113,clean,automatic,rwd,Unknown,white,vt,8,20
7795,hyundai,good,hybrid,48000.0,clean,automatic,fwd,sedan,silver,ma,4,9
12490,buick,good,gas,31742.0,rebuilt,automatic,4wd,SUV,custom,vt,4,6
9995,kia,Unknown,hybrid,73390.0,clean,automatic,fwd,sedan,white,or,4,6
17750,gmc,Unknown,gas,127205.21866346966,clean,automatic,Unknown,Unknown,white,tx,6,15
2000,chevrolet,good,gas,82352.0,clean,automatic,rwd,coupe,red,de,8,33
5500,toyota,excellent,gas,153013.0,clean,automatic,4wd,SUV,blue,ny,6,13
4995,chrysler,like new,gas,89500.0,clean,automatic,fwd,wagon,silver,ca,4,16
9750,ford,Unknown,gas,54413.0,clean,automatic,Unknown,van,white,fl,6,7
2000,bmw,fair,gas,182000.0,clean,automatic,rwd,sedan,blue,ky,4,20
3200,lexus,excellent,gas,264000.0,clean,automatic,rwd,sedan,white,ga,6,21
3950,chevrolet,Unknown,gas,36611.0,salvage,automatic,fwd,sedan,silver,mn,4,4
18500,volkswagen,like new,gas,9600.0,clean,automatic,fwd,coupe,blue,ok,4,1
3995,ford,excellent,gas,115000.0,clean,manual,fwd,sedan,silver,nh,6,8
5500,volkswagen,excellent,gas,36000.0,clean,manual,rwd,convertible,brown,fl,4,50
15995,mini,Unknown,gas,36107.0,clean,manual,Unknown,other,white,dc,6,7
15990,audi,good,gas,86214.0,clean,automatic,4wd,SUV,blue,al,4,7
3000,nissan,good,gas,210000.0,clean,manual,rwd,pickup,white,tn,4,21
26995,chevrolet,Unknown,gas,36813.0,clean,automatic,4wd,pickup,black,ks,8,4
16200,hyundai,good,gas,28476.0,clean,other,fwd,coupe,black,va,6,4
35,chevrolet,good,gas,25415.0,clean,automatic,fwd,hatchback,silver,pa,4,3
5400,honda,Unknown,gas,118576.52713533891,clean,automatic,Unknown,Unknown,silver,tx,6,13
18499,ford,Unknown,gas,21442.0,clean,automatic,fwd,SUV,blue,id,6,4
14950,jeep,excellent,gas,110000.0,clean,automatic,4wd,SUV,black,ia,6,6
7000,honda,like new,gas,81000.0,clean,automatic,fwd,coupe,grey,tn,6,13
49750,ram,excellent,diesel,54000.0,lien,automatic,4wd,truck,white,ca,6,5
23890,jeep,excellent,gas,19424.0,clean,automatic,4wd,SUV,white,ny,6,4
3500,buick,excellent,gas,173000.0,clean,automatic,fwd,sedan,silver,mi,6,12
15999,chevrolet,excellent,gas,43604.0,clean,automatic,rwd,truck,white,wa,6,12
10500,ford,Unknown,diesel,111565.0,clean,automatic,rwd,Unknown,white,tn,6,14
9998,chevrolet,Unknown,gas,190266.0,clean,automatic,Unknown,coupe,black,al,6,9
27998,ford,Unknown,gas,76638.0,clean,automatic,fwd,pickup,blue,fl,6,4
37995,ford,excellent,diesel,95242.0,clean,automatic,4wd,truck,white,tn,8,6
3500,pontiac,excellent,gas,84000.0,clean,automatic,fwd,sedan,red,fl,4,12
11995,gmc,Unknown,gas,95523.0,clean,automatic,Unknown,SUV,silver,or,6,13
17000,jeep,Unknown,gas,28691.0,clean,automatic,4wd,SUV,red,mn,4,3
21200,gmc,good,gas,76174.0,clean,other,Unknown,other,black,ca,8,8
29500,gmc,Unknown,diesel,105633.13871734164,clean,automatic,Unknown,Unknown,white,nc,6,10
9850,kia,Unknown,gas,107296.0,clean,automatic,fwd,SUV,white,tn,4,6
7995,toyota,Unknown,gas,93934.0,clean,automatic,fwd,sedan,black,va,6,9
16900,ram,excellent,diesel,162476.0,clean,automatic,rwd,truck,white,tn,6,12
3000,honda,Unknown,gas,118576.54690547196,clean,automatic,Unknown,Unknown,white,wi,6,13
10995,buick,Unknown,gas,126793.0,clean,automatic,Unknown,SUV,black,ok,6,9
6695,subaru,Unknown,gas,124000.0,clean,manual,4wd,Unknown,white,pa,4,11
6900,toyota,good,gas,167000.0,clean,automatic,4wd,Unknown,white,in,8,13
54500,chevrolet,excellent,gas,6000.0,clean,automatic,Unknown,Unknown,custom,ca,8,53
7499,dodge,excellent,gas,123962.0,clean,automatic,fwd,mini-van,black,oh,6,7
4995,ford,good,gas,185000.0,clean,automatic,fwd,SUV,white,sc,6,13
16995,ford,like new,diesel,127205.22488282398,clean,automatic,Unknown,truck,white,ct,6,15
9700,ford,excellent,gas,66175.0,clean,automatic,fwd,hatchback,red,fl,4,4
23999,jeep,excellent,gas,60829.0,clean,manual,4wd,SUV,grey,nc,6,6
13900,ford,good,gas,180024.0,clean,automatic,4wd,truck,white,ok,8,9
14990,honda,Unknown,gas,54418.0,clean,automatic,fwd,sedan,silver,or,4,7
18800,ford,excellent,gas,92690.03696627411,clean,automatic,Unknown,Unknown,white,mi,6,7
34199,nissan,Unknown,gas,46705.0,clean,automatic,Unknown,Unknown,black,tx,6,2
19300,nissan,Unknown,gas,27390.0,clean,automatic,rwd,pickup,red,tn,6,3
5500,pontiac,Unknown,gas,230750.83871681077,clean,manual,Unknown,Unknown,white,wi,6,39
19500,kia,good,gas,18662.0,clean,automatic,Unknown,other,black,va,6,3
10900,ford,good,gas,95000.0,clean,automatic,4wd,truck,white,nj,8,12
8997,honda,Unknown,gas,89802.0,clean,automatic,fwd,sedan,grey,or,6,8
22000,jeep,excellent,gas,130600.0,clean,automatic,4wd,SUV,green,fl,6,12
7995,chevrolet,Unknown,gas,112447.0,clean,automatic,Unknown,Unknown,white,mi,6,10
1300,ford,fair,gas,240000.0,clean,automatic,fwd,coupe,blue,mo,4,22
8500,mitsubishi,like new,gas,20000.0,rebuilt,automatic,fwd,Unknown,white,tx,4,3
27986,ford,excellent,gas,90172.0,clean,automatic,4wd,truck,silver,wi,8,5
2500,chevrolet,Unknown,gas,109947.75776230912,clean,manual,Unknown,Unknown,white,wa,6,11
19600,cadillac,good,gas,46149.0,clean,other,Unknown,sedan,silver,oh,6,3
23900,dodge,Unknown,gas,113240.0,clean,automatic,4wd,SUV,red,pa,6,5
16995,lexus,good,gas,118616.0,clean,automatic,Unknown,SUV,red,tn,6,7
3688,dodge,Unknown,gas,135989.0,clean,automatic,Unknown,sedan,yellow,il,6,17
2980,volvo,Unknown,gas,102856.0,clean,automatic,Unknown,Unknown,white,sc,6,21
8495,nissan,Unknown,gas,132998.0,clean,automatic,4wd,wagon,white,ma,6,11
23600,jeep,good,gas,68859.0,clean,other,4wd,other,white,fl,6,7
1799,chevrolet,fair,gas,126456.42777525965,clean,automatic,fwd,Unknown,silver,ia,4,16
